show,date,name,gender
Meet the Press,9/5/10,David Plouffe,m
Meet the Press,9/5/10,E.J. Dionne,m
Meet the Press,9/5/10,Erin Burnett,f
State of the Union,9/5/10,Richard Trumka,m
State of the Union,9/5/10,Todd S. McCracken,m
State of the Union,9/5/10,Ron Fournier,m
State of the Union,9/5/10,Elisabeth Bumiller,f
State of the Union,9/5/10,Michael Duffy,m
This Week,9/5/10,Thomas Friedman,m
This Week,9/5/10,Mary Jordan,f
This Week,9/5/10,Tony Blair,m
This Week,9/5/10,Paul Krugman,m
This Week,9/5/10,George Will,m
Face the Nation,9/12/10,Thomas Kean,m
Face the Nation,9/12/10,John A. Boehner,m
Face the Nation,9/12/10,Keith Ellison,m
Fox News Sunday,9/12/10,Nina Easton,f
Fox News Sunday,9/12/10,Newt Gingrich,m
Fox News Sunday,9/12/10,Bill Kristol,m
Fox News Sunday,9/12/10,Austan Goolsbee,m
Fox News Sunday,9/12/10,Brit Hume,m
Fox News Sunday,9/12/10,Mara Liasson,f
Fox News Sunday,9/12/10,Mike Shanahan,m
Meet the Press,9/12/10,Rudolph W. Giuliani,m
Meet the Press,9/12/10,David Axelrod,m
Meet the Press,9/12/10,Ron Brownstein,m
Meet the Press,9/12/10,Dee Dee Myers,f
Meet the Press,9/12/10,Reza Aslan,m
Meet the Press,9/12/10,Mike Murphy,m
State of the Union,9/12/10,Fran Townsend,f
State of the Union,9/12/10,Trent Lott,m
State of the Union,9/12/10,Richard K. Armey,m
State of the Union,9/12/10,Steny H. Hoyer,m
State of the Union,9/12/10,Janet Napolitano,f
State of the Union,9/12/10,Michael Chertoff,m
This Week,9/12/10,Arianna Huffington,f
This Week,9/12/10,Jonathan Karl,m
This Week,9/12/10,Austan Goolsbee,m
This Week,9/12/10,Imam Feisal Abdul Rauf,m
This Week,9/12/10,Irshad Manji,m
This Week,9/12/10,Eboo Patel,m
This Week,9/12/10,Kate Zernike,f
This Week,9/12/10,Richard Cizik,m
This Week,9/12/10,George Will,m
Face the Nation,9/19/10,Michael Gerson,m
Face the Nation,9/19/10,Bill Clinton,m
Face the Nation,9/19/10,Ed Rollins,m
Fox News Sunday,9/19/10,Juan Williams,m
Fox News Sunday,9/19/10,Elizabeth (Liz) Cheney,f
Fox News Sunday,9/19/10,Nina Easton,f
Fox News Sunday,9/19/10,Bill Kristol,m
Fox News Sunday,9/19/10,Karl Rove,m
Fox News Sunday,9/19/10,Christine O'Donnell,f
Meet the Press,9/19/10,Bill Clinton,m
Meet the Press,9/19/10,Colin L. Powell,m
State of the Union,9/19/10,Jim DeMint,m
State of the Union,9/19/10,Anita Dunn,f
State of the Union,9/19/10,Thomas M. Davis III,m
State of the Union,9/19/10,Tim Kaine,m
This Week,9/19/10,Hillary Rodham Clinton,f
This Week,9/19/10,Mahmoud Ahmadinejad,m
This Week,9/19/10,Peter Beinart,m
This Week,9/19/10,David Sanger,m
This Week,9/19/10,Tom Ross,m
This Week,9/19/10,George Will,m
Face the Nation,9/26/10,Kenneth R. Buck,m
Face the Nation,9/26/10,Marco Rubio,m
Face the Nation,9/26/10,Sal Russo,m
Fox News Sunday,9/26/10,Juan Williams,m
Fox News Sunday,9/26/10,Kevin McCarthy,m
Fox News Sunday,9/26/10,Nick Ayers,m
Fox News Sunday,9/26/10,Steny H. Hoyer,m
Fox News Sunday,9/26/10,Bill Kristol,m
Fox News Sunday,9/26/10,John A. Boehner,m
Fox News Sunday,9/26/10,Brit Hume,m
Fox News Sunday,9/26/10,Mara Liasson,f
Meet the Press,9/26/10,Robert Bobb,m
Meet the Press,9/26/10,Arne Duncan,m
Meet the Press,9/26/10,Michelle Rhee,f
Meet the Press,9/26/10,Chris Van Hollen,m
Meet the Press,9/26/10,Mike Pence,m
Meet the Press,9/26/10,Randi Weingarten,f
State of the Union,9/26/10,Marsha Blackburn ,f
State of the Union,9/26/10,Cathy McMorris Rodgers ,f
State of the Union,9/26/10,Joseph I. Lieberman,m
State of the Union,9/26/10,Richard J. Durbin,m
This Week,9/26/10,Mitch McConnell,m
This Week,9/26/10,Donna Brazile,f
This Week,9/26/10,Queen Rania of Jordan,f
This Week,9/26/10,David Axelrod,m
This Week,9/26/10,Ron Brownstein,m
This Week,9/26/10,Matthew Dowd,m
This Week,9/26/10,George Will,m
Face the Nation,10/3/10,Jack Conway,m
Face the Nation,10/3/10,Rand Paul,m
Fox News Sunday,10/3/10,Donna Brazile,f
Fox News Sunday,10/3/10,Husain Haqqani,m
Fox News Sunday,10/3/10,John Cornyn,m
Fox News Sunday,10/3/10,Robert Menendez,m
Fox News Sunday,10/3/10,Ed Gillespie,m
This Week,10/3/10,Daisy Khan,f
This Week,10/3/10,Franklin Graham,m
This Week,10/3/10,Donna Marsh O'Connor,f
This Week,10/3/10,Peter Gadiel,m
This Week,10/3/10,Robert Spencer,m
This Week,10/3/10,Azar Nafisi,m
This Week,10/3/10,Gary L. Bauer,m
Face the Nation,10/10/10,David Axelrod,m
Face the Nation,10/10/10,Ed Gillespie,m
Fox News Sunday,10/10/10,Juan Williams,m
Fox News Sunday,10/10/10,Debbie Wasserman Schultz,f
Fox News Sunday,10/10/10,Dana Perino,f
Fox News Sunday,10/10/10,Eric Cantor ,m
Fox News Sunday,10/10/10,Nina Easton,f
Fox News Sunday,10/10/10,Bill Kristol,m
Fox News Sunday,10/10/10,Joe Trippi,m
Fox News Sunday,10/10/10,Karl Rove,m
Meet the Press,10/10/10,Alexi Giannoulias,m
Meet the Press,10/10/10,Peggy Noonan,f
Meet the Press,10/10/10,Joe Klein,m
Meet the Press,10/10/10,Mark Steven Kirk,m
State of the Union,10/10/10,Kevin McCarthy,m
State of the Union,10/10/10,Michael Hayden,m
State of the Union,10/10/10,Chris Van Hollen,m
State of the Union,10/10/10,Celinda Lake,f
State of the Union,10/10/10,Whit Ayres,m
This Week,10/10/10,Tavis Smiley,m
This Week,10/10/10,Christine Lagarde,f
This Week,10/10/10,Pervez Musharraf,m
This Week,10/10/10,Linda McMahon,m
This Week,10/10/10,Richard Blumenthal,m
This Week,10/10/10,Amy Walter,f
This Week,10/10/10,Paul Krugman,m
This Week,10/10/10,George Will,m
Face the Nation,10/17/10,William Galston,m
Face the Nation,10/17/10,Elizabeth (Liz) Cheney,f
Face the Nation,10/17/10,Howard Dean,m
Face the Nation,10/17/10,Lindsey Graham,m
Fox News Sunday,10/17/10,Carly Fiorina,f
Fox News Sunday,10/17/10,Bill Kristol,m
Fox News Sunday,10/17/10,Brit Hume,m
Fox News Sunday,10/17/10,Mara Liasson,f
Fox News Sunday,10/17/10,John Cornyn,m
Fox News Sunday,10/17/10,Elisabeth Bumiller,f
Fox News Sunday,10/17/10,Claire McCaskill,f
Meet the Press,10/17/10,Kenneth R. Buck,m
Meet the Press,10/17/10,Michael Bennet,m
Meet the Press,10/17/10,Robert Gibbs,m
State of the Union,10/17/10,Evan Tracey,m
State of the Union,10/17/10,Gary L. Bauer,m
State of the Union,10/17/10,David Axelrod,m
State of the Union,10/17/10,Michael Duffy,m
This Week,10/17/10,Terry Moran,m
This Week,10/17/10,Matthew Dowd,m
This Week,10/17/10,Christine O'Donnell,f
This Week,10/17/10,Christopher A. Coons,m
This Week,10/17/10,Meghan McCain,f
This Week,10/17/10,Maria Shriver,f
This Week,10/17/10,George Will,m
Face the Nation,10/24/10,Chris Van Hollen,m
Face the Nation,10/24/10,Karl Rove,m
Fox News Sunday,10/24/10,Juan Williams,m
Fox News Sunday,10/24/10,Joe Manchin III,m
Fox News Sunday,10/24/10,Nina Easton,f
Fox News Sunday,10/24/10,Bill Kristol,m
Fox News Sunday,10/24/10,Brit Hume,m
Fox News Sunday,10/24/10,Patrick J. Toomey,m
Meet the Press,10/24/10,Rick Santelli,m
Meet the Press,10/24/10,Michael Steele,m
Meet the Press,10/24/10,Rachel Maddow,f
Meet the Press,10/24/10,E.J. Dionne,m
Meet the Press,10/24/10,Harold E. Ford Jr.,m
Meet the Press,10/24/10,David Brooks,m
State of the Union,10/24/10,Kendrick B. Meek,m
State of the Union,10/24/10,Charlie Crist,m
State of the Union,10/24/10,Marco Rubio,m
This Week,10/24/10,Anita Dunn,f
This Week,10/24/10,Hugh Shelton,m
This Week,10/24/10,Tim Kaine,m
This Week,10/24/10,Amy Walter,f
This Week,10/24/10,Ed Gillespie,m
This Week,10/24/10,George Will,m
Face the Nation,10/31/10,Edward G. Rendell,m
Face the Nation,10/31/10,Amy Klobuchar,f
Face the Nation,10/31/10,Peter T. King,m
Face the Nation,10/31/10,Tim Pawlenty,m
Face the Nation,10/31/10,John Brennan,m
Fox News Sunday,10/31/10,Sarah Palin,f
Fox News Sunday,10/31/10,Juan Williams,m
Fox News Sunday,10/31/10,Bill Kristol,m
Fox News Sunday,10/31/10,Brit Hume,m
Fox News Sunday,10/31/10,Mara Liasson,f
Fox News Sunday,10/31/10,Chris Van Hollen,m
Meet the Press,10/31/10,Mark Halperin,m
Meet the Press,10/31/10,Charlie Cook,m
Meet the Press,10/31/10,Chuck Todd,m
Meet the Press,10/31/10,Michele Norris,f
Meet the Press,10/31/10,Tom Brokaw,m
Meet the Press,10/31/10,Tim Kaine,m
Meet the Press,10/31/10,Haley Barbour,m
Meet the Press,10/31/10,John Brennan,m
State of the Union,10/31/10,Michael Steele,m
State of the Union,10/31/10,Bill Bennett,m
State of the Union,10/31/10,John Brennan,m
State of the Union,10/31/10,Bob Kerrey,m
State of the Union,10/31/10,Richard J. Durbin,m
This Week,10/31/10,Richard K. Armey,m
This Week,10/31/10,Donna Brazile,f
This Week,10/31/10,Arianna Huffington,f
This Week,10/31/10,Jonathan Karl,m
This Week,10/31/10,John Cornyn,m
This Week,10/31/10,Robert Menendez,m
This Week,10/31/10,Cokie Roberts,f
This Week,10/31/10,John Brennan,m
This Week,10/31/10,George Will,m
Face the Nation,11/7/10,Mitch McConnell,m
Face the Nation,11/7/10,James E. Clyburn ,m
Fox News Sunday,11/7/10,Paul D. Ryan ,m
Fox News Sunday,11/7/10,Darrell Issa,m
Fox News Sunday,11/7/10,Juan Williams,m
Fox News Sunday,11/7/10,Eric Cantor ,m
Fox News Sunday,11/7/10,Bill Kristol,m
Fox News Sunday,11/7/10,Brit Hume,m
Fox News Sunday,11/7/10,Mara Liasson,f
Meet the Press,11/7/10,Jim DeMint,m
Meet the Press,11/7/10,Anita Dunn,f
Meet the Press,11/7/10,Chris Christie,m
Meet the Press,11/7/10,Karen Hughes,f
Meet the Press,11/7/10,Marc Morial,m
Meet the Press,11/7/10,Mike Murphy,m
State of the Union,11/7/10,Rick Perry,m
State of the Union,11/7/10,Karen Tumulty,f
State of the Union,11/7/10,Patrick J. Toomey,m
State of the Union,11/7/10,Michael Duffy,m
This Week,11/7/10,John Podesta,m
This Week,11/7/10,Rand Paul,m
This Week,11/7/10,Evan Bayh,m
This Week,11/7/10,David Stockman,m
This Week,11/7/10,Mike Pence,m
This Week,11/7/10,Matthew Dowd,m
This Week,11/7/10,Amy Walter,f
This Week,11/7/10,George Will,m
Face the Nation,11/14/10,Charles E. Schumer,m
Face the Nation,11/14/10,Rand Paul,m
Fox News Sunday,11/14/10,Jeff Bridges,m
Fox News Sunday,11/14/10,Jim DeMint,m
Fox News Sunday,11/14/10,Juan Williams,m
Fox News Sunday,11/14/10,Bill Kristol,m
Fox News Sunday,11/14/10,Brit Hume,m
Fox News Sunday,11/14/10,David Axelrod,m
Fox News Sunday,11/14/10,Mara Liasson,f
Meet the Press,11/14/10,John McCain,m
Meet the Press,11/14/10,Alan Greenspan,m
Meet the Press,11/14/10,Newt Gingrich,m
Meet the Press,11/14/10,David Axelrod,m
Meet the Press,11/14/10,Bethany McLean,f
Meet the Press,11/14/10,Harold E. Ford Jr.,m
State of the Union,11/14/10,Heath Shuler,m
State of the Union,11/14/10,Anita Dunn,f
State of the Union,11/14/10,James E. Clyburn ,m
State of the Union,11/14/10,Thomas M. Davis III,m
State of the Union,11/14/10,John Cornyn,m
State of the Union,11/14/10,Mark Warner,m
This Week,11/14/10,David Cote,m
This Week,11/14/10,Kent Conrad,m
This Week,11/14/10,Madeleine Albright,f
This Week,11/14/10,Robert Kagen,m
This Week,11/14/10,Lindsey Graham,m
This Week,11/14/10,Paul Krugman,m
This Week,11/14/10,Ruth Marcus,f
This Week,11/14/10,George Will,m
Face the Nation,11/21/10,Hillary Rodham Clinton,f
Face the Nation,11/21/10,Steny H. Hoyer,m
Fox News Sunday,11/21/10,Hillary Rodham Clinton,f
Fox News Sunday,11/21/10,Juan Williams,m
Fox News Sunday,11/21/10,Rick Perry,m
Fox News Sunday,11/21/10,A.B. Stoddard,f
Fox News Sunday,11/21/10,Kevin Madden,m
Fox News Sunday,11/21/10,Bill Kristol,m
Fox News Sunday,11/21/10,Duff Goldman,m
Meet the Press,11/21/10,Richard Wolffe,m
Meet the Press,11/21/10,Hillary Rodham Clinton,f
Meet the Press,11/21/10,Allen B. West,m
Meet the Press,11/21/10,Robert Draper,m
Meet the Press,11/21/10,Paul Gigot,m
Meet the Press,11/21/10,Bobby Jindal,m
State of the Union,11/21/10,John L. Mica,m
State of the Union,11/21/10,John Pistole,m
State of the Union,11/21/10,Mike Mullen,m
This Week,11/21/10,Donna Brazile,f
This Week,11/21/10,Robert Reich,m
This Week,11/21/10,Mike Mullen,m
This Week,11/21/10,Ed Luce,m
This Week,11/21/10,George Will,m
Face the Nation,11/28/10,Bob Woodward,m
Face the Nation,11/28/10,Arianna Huffington,f
Face the Nation,11/28/10,Ron Chernow,m
Face the Nation,11/28/10,Edmund Morris,m
Fox News Sunday,11/28/10,Juan Williams,m
Fox News Sunday,11/28/10,Elizabeth (Liz) Cheney,f
Fox News Sunday,11/28/10,Lindsey Graham,m
Fox News Sunday,11/28/10,Bill Kristol,m
Fox News Sunday,11/28/10,Mara Liasson,f
Fox News Sunday,11/28/10,Claire McCaskill,f
Meet the Press,11/28/10,Peggy Noonan,f
Meet the Press,11/28/10,Michael Nutter,m
Meet the Press,11/28/10,Jon Kyl,m
Meet the Press,11/28/10,E.J. Dionne,m
Meet the Press,11/28/10,Ed Gillespie,m
Meet the Press,11/28/10,Richard J. Durbin,m
State of the Union,11/28/10,John McCain,m
State of the Union,11/28/10,David R. Obey,m
State of the Union,11/28/10,Pete Souza,m
State of the Union,11/28/10,Byron L. Dorgan,m
This Week,11/28/10,Ted Turner,m
This Week,11/28/10,Tom Steyer,m
This Week,11/28/10,Melinda Gates,f
This Week,11/28/10,Bill Gates,m
This Week,11/28/10,Warren Buffett,m
Face the Nation,12/5/10,Nancy Cordes,f
Face the Nation,12/5/10,Jon Kyl,m
Face the Nation,12/5/10,Jim VandeHei,m
Face the Nation,12/5/10,Richard J. Durbin,m
Fox News Sunday,12/5/10,William Gahl,m
Fox News Sunday,12/5/10,Kent Conrad,m
Fox News Sunday,12/5/10,Juan Williams,m
Fox News Sunday,12/5/10,Elizabeth (Liz) Cheney,f
Fox News Sunday,12/5/10,Dana Perino,f
Fox News Sunday,12/5/10,Nina Easton,f
Fox News Sunday,12/5/10,Newt Gingrich,m
Fox News Sunday,12/5/10,Jeb Hensarling ,m
Meet the Press,12/5/10,Mitch McConnell,m
Meet the Press,12/5/10,Katty Kay,f
Meet the Press,12/5/10,Thomas Friedman,m
Meet the Press,12/5/10,Mike Murphy,m
Meet the Press,12/5/10,John Kerry,m
Meet the Press,12/5/10,David Brooks,m
State of the Union,12/5/10,Ron Wyden,m
State of the Union,12/5/10,Charles B. Rangel,m
State of the Union,12/5/10,Jon Weiner,m
State of the Union,12/5/10,Orrin G. Hatch,m
State of the Union,12/5/10,Richard G. Lugar,m
This Week,12/5/10,Zalmay Khalilzad,m
This Week,12/5/10,Zbigniew Brzezinski,m
This Week,12/5/10,R. Clarke Cooper,m
This Week,12/5/10,Elaine Donnelly,f
This Week,12/5/10,Bob Maginnis,m
This Week,12/5/10,Tammy Schultz,f
This Week,12/5/10,Sakena Yacoobi,f
This Week,12/5/10,Wesley Clark,m
This Week,12/5/10,George Will,m
Face the Nation,12/12/10,Jerrold L. Nadler,m
Face the Nation,12/12/10,Howard Dean,m
Face the Nation,12/12/10,David Axelrod,m
Fox News Sunday,12/12/10,Paul D. Ryan ,m
Fox News Sunday,12/12/10,Chris Stirewalt,m
Fox News Sunday,12/12/10,Ann Hand,f
Fox News Sunday,12/12/10,Juan Williams,m
Fox News Sunday,12/12/10,Stephen Breyer,m
Fox News Sunday,12/12/10,Bill Kristol,m
Fox News Sunday,12/12/10,Chris Van Hollen,m
Fox News Sunday,12/12/10,Mara Liasson,f
Meet the Press,12/12/10,Savannah Guthrie,f
Meet the Press,12/12/10,Anthony D. Weiner,m
Meet the Press,12/12/10,Michael Bloomberg,m
Meet the Press,12/12/10,Austan Goolsbee,m
Meet the Press,12/12/10,Paul Gigot,m
Meet the Press,12/12/10,Harold E. Ford Jr.,m
State of the Union,12/12/10,Elijah E. Cummings,m
State of the Union,12/12/10,Jim McDermott ,m
State of the Union,12/12/10,David Axelrod,m
State of the Union,12/12/10,Dennis Blair,m
State of the Union,12/12/10,Richard J. Durbin,m
This Week,12/12/10,George Will,m
This Week,12/12/10,David Axelrod,m
This Week,12/12/10,Matthew Dowd,m
This Week,12/12/10,Cokie Roberts,f
This Week,12/12/10,Tzipi Livni,f
This Week,12/12/10,Paul Krugman,m
This Week,12/12/10,Salam Fayyad,m
Face the Nation,12/19/10,Carl Levin,m
Face the Nation,12/19/10,Amy Klobuchar,f
Face the Nation,12/19/10,Lindsey Graham,m
Face the Nation,12/19/10,Jeff Sessions,m
Fox News Sunday,12/19/10,Juan Williams,m
Fox News Sunday,12/19/10,Kevin Madden,m
Fox News Sunday,12/19/10,Bill Kristol,m
Fox News Sunday,12/19/10,Jon Kyl,m
Fox News Sunday,12/19/10,Robert F. McDonnell,m
Fox News Sunday,12/19/10,Mara Liasson,f
Fox News Sunday,12/19/10,Richard J. Durbin,m
Meet the Press,12/19/10,Cory A. Booker,m
Meet the Press,12/19/10,Andrea Mitchell,f
Meet the Press,12/19/10,Mark McKinnon,m
Meet the Press,12/19/10,Joseph R. Biden Jr.,m
Meet the Press,12/19/10,Joe Scarborough,m
State of the Union,12/19/10,William Fallon,m
State of the Union,12/19/10,Richard Myers,m
State of the Union,12/19/10,Zalmay Khalilzad,m
State of the Union,12/19/10,Mitch McConnell,m
State of the Union,12/19/10,Frederic Roland,m
This Week,12/19/10,George Will,m
This Week,12/19/10,Chrystia Freeland,f
This Week,12/19/10,Donna Brazile,f
This Week,12/19/10,Rajiv Chandrasekaran,m
This Week,12/19/10,Rajiv Shah,m
This Week,12/19/10,Richard G. Lugar,m
This Week,12/19/10,John Kerry,m
Face the Nation,12/26/10,Nancy Cordes,f
Face the Nation,12/26/10,Chip Reid,m
Face the Nation,12/26/10,Sharyl Attkisson,f
Face the Nation,12/26/10,David Martin,m
Face the Nation,12/26/10,Lara Logan,f
Fox News Sunday,12/26/10,Juan Williams,m
Fox News Sunday,12/26/10,Dana Perino,f
Fox News Sunday,12/26/10,Nina Easton,f
Fox News Sunday,12/26/10,Bill Kristol,m
Fox News Sunday,12/26/10,Tom Coburn,m
Fox News Sunday,12/26/10,Donald Wuerl,m
Meet the Press,12/26/10,Bob Woodward,m
Meet the Press,12/26/10,Peggy Noonan,f
Meet the Press,12/26/10,Doris Kearns Goodwin,f
Meet the Press,12/26/10,Tom Brokaw,m
Meet the Press,12/26/10,Valerie Jarrett,f
State of the Union,12/26/10,Michael Hayden,m
State of the Union,12/26/10,Robert Gibbs,m
State of the Union,12/26/10,Mike McConnell,m
State of the Union,12/26/10,Janet Napolitano,f
This Week,12/26/10,Peter Chiarelli,m
This Week,12/26/10,David Rohde,m
This Week,12/26/10,Kristen Mulvihill,f
Face the Nation,1/2/11,Darrell Issa,m
Face the Nation,1/2/11,Anthony D. Weiner,m
Face the Nation,1/2/11,Debbie Wasserman Schultz,f
Face the Nation,1/2/11,Michele Bachmann,f
Face the Nation,1/2/11,Mike Kelly ,m
Fox News Sunday,1/2/11,Darrell Issa,m
Fox News Sunday,1/2/11,Allen B. West,m
Fox News Sunday,1/2/11,Fred Upton,m
Fox News Sunday,1/2/11,Bill Kristol,m
Fox News Sunday,1/2/11,Brit Hume,m
Fox News Sunday,1/2/11,Mike Lee,m
Fox News Sunday,1/2/11,Mara Liasson,f
Fox News Sunday,1/2/11,Michael Duffy,m
Meet the Press,1/2/11,Katty Kay,f
Meet the Press,1/2/11,Stephen Carter,m
Meet the Press,1/2/11,Lindsey Graham,m
Meet the Press,1/2/11,E.J. Dionne,m
Meet the Press,1/2/11,Patrick J. Toomey,m
Meet the Press,1/2/11,David Brooks,m
State of the Union,1/2/11,Darrell Issa,m
State of the Union,1/2/11,Elijah E. Cummings,m
State of the Union,1/2/11,Steve Israel,m
State of the Union,1/2/11,Tim Kaine,m
State of the Union,1/2/11,Jason Altmire,m
This Week,1/2/11,George Will,m
This Week,1/2/11,Donna Brazile,f
This Week,1/2/11,George Clooney,m
This Week,1/2/11,Major Garrett,m
This Week,1/2/11,John Prendergast,m
This Week,1/2/11,Austan Goolsbee,m
This Week,1/2/11,Amy Walter,f
Face the Nation,1/9/11,Charles E. Schumer,m
Face the Nation,1/9/11,Steny H. Hoyer,m
Face the Nation,1/9/11,Jon Kyl,m
Fox News Sunday,1/9/11,Cathy McMorris Rodgers ,f
Fox News Sunday,1/9/11,Juan Williams,m
Fox News Sunday,1/9/11,Rand Paul,m
Fox News Sunday,1/9/11,Bill Kristol,m
Fox News Sunday,1/9/11,Brit Hume,m
Fox News Sunday,1/9/11,Mara Liasson,f
Fox News Sunday,1/9/11,Christopher A. Coons,m
Meet the Press,1/9/11,Harry Reid,m
Meet the Press,1/9/11,Emanuel Cleaver II,m
Meet the Press,1/9/11,Raul R. Labrador,m
Meet the Press,1/9/11,Ron Brownstein,m
Meet the Press,1/9/11,Erin Burnett,f
State of the Union,1/9/11,Greg Ip,m
State of the Union,1/9/11,Lamar Alexander,m
State of the Union,1/9/11,John Podesta,m
State of the Union,1/9/11,Austin Scott,m
State of the Union,1/9/11,Mike Lee,m
State of the Union,1/9/11,Ed Gillespie,m
State of the Union,1/9/11,Richard J. Durbin,m
This Week,1/9/11,George Will,m
This Week,1/9/11,Paul D. Ryan ,m
This Week,1/9/11,Richard K. Armey,m
This Week,1/9/11,Howard Dean,m
This Week,1/9/11,Arianna Huffington,f
This Week,1/9/11,Chris Gibson,m
This Week,1/9/11,Mike Lee,m
This Week,1/9/11,Chris Van Hollen,m
This Week,1/9/11,Bobby Schilling,m
Face the Nation,1/16/11,Edward G. Rendell,m
Face the Nation,1/16/11,Rudolph W. Giuliani,m
Face the Nation,1/16/11,Kirsten Gillibrand,f
Face the Nation,1/16/11,Debbie Wasserman Schultz,f
Face the Nation,1/16/11,Jeff Flake,m
Fox News Sunday,1/16/11,Lorraine Wallace,f
Fox News Sunday,1/16/11,Juan Williams,m
Fox News Sunday,1/16/11,Chris Christie,m
Fox News Sunday,1/16/11,Bill Kristol,m
Fox News Sunday,1/16/11,Brit Hume,m
Fox News Sunday,1/16/11,Mara Liasson,f
Fox News Sunday,1/16/11,Tim Pawlenty,m
Meet the Press,1/16/11,Al Sharpton Jr.,m
Meet the Press,1/16/11,Peggy Noonan,f
Meet the Press,1/16/11,Kirsten Gillibrand,f
Meet the Press,1/16/11,Charles E. Schumer,m
Meet the Press,1/16/11,Tim Shriver,m
Meet the Press,1/16/11,Tom Coburn,m
Meet the Press,1/16/11,David Brooks,m
State of the Union,1/16/11,Lisa Dixon,f
State of the Union,1/16/11,Fred Frese,m
State of the Union,1/16/11,Pete Earley,m
State of the Union,1/16/11,E. Fuller Torrey,m
State of the Union,1/16/11,Grace F. Napolitano,f
State of the Union,1/16/11,Tim Murphy ,m
Face the Nation,1/23/11,John McCain,m
Face the Nation,1/23/11,Charles E. Schumer,m
Fox News Sunday,1/23/11,Mitch McConnell,m
Fox News Sunday,1/23/11,Juan Williams,m
Fox News Sunday,1/23/11,Brit Hume,m
Fox News Sunday,1/23/11,Mara Liasson,f
Fox News Sunday,1/23/11,Richard Dreyfuss,m
Fox News Sunday,1/23/11,Richard J. Durbin,m
Meet the Press,1/23/11,John Podesta,m
Meet the Press,1/23/11,Eric Cantor ,m
Meet the Press,1/23/11,James E. Clyburn ,m
Meet the Press,1/23/11,Karen Hughes,f
Meet the Press,1/23/11,Ron Brownstein,m
Meet the Press,1/23/11,Erin Burnett,f
State of the Union,1/23/11,Nancy Pelosi,f
State of the Union,1/23/11,Michael Steele,m
State of the Union,1/23/11,Clarence Dupnik,m
State of the Union,1/23/11,Donald Trump,m
This Week,1/23/11,George Will,m
This Week,1/23/11,Kent Conrad,m
This Week,1/23/11,Donna Brazile,f
This Week,1/23/11,Chris Gibson,m
This Week,1/23/11,Mike Lee,m
This Week,1/23/11,Joseph I. Lieberman,m
This Week,1/23/11,Matthew Dowd,m
This Week,1/23/11,Kay Bailey Hutchison,f
This Week,1/23/11,Paul Krugman,m
This Week,1/23/11,Bobby Schilling,m
Face the Nation,1/30/11,Hillary Rodham Clinton,f
Face the Nation,1/30/11,Bill Daley,m
Fox News Sunday,1/30/11,Kathy Russell,f
Fox News Sunday,1/30/11,Hillary Rodham Clinton,f
Fox News Sunday,1/30/11,Nina Easton,f
Fox News Sunday,1/30/11,John A. Boehner,m
Fox News Sunday,1/30/11,Bill Kristol,m
